participant,merge_count,time_taken,pleasant,eventful,chaotic,vibrant,uneventful,calm,annoying,monotonous,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
"ARAUS_00439, ARAUS_00554, ARAUS_00009",3,49.25233333333333,1.0,2.3333333333333335,4.333333333333333,1.6666666666666667,3.6666666666666665,1.3333333333333333,4.333333333333333,4.333333333333333,1.2733333333333334,1.7366666666666666,18.033333333333335,28.53333333333333,0.013933333333333332,0.103,0.03436666666666666,0.08183333333333333,0.16966666666666666,0.8463333333333334
"ARAUS_00474, ARAUS_00244, ARAUS_00669",3,68.03066666666668,1.0,3.6666666666666665,4.0,2.3333333333333335,2.3333333333333335,1.6666666666666667,4.666666666666667,2.6666666666666665,1.22,1.7733333333333334,22.900000000000002,34.53333333333333,0.015400000000000002,0.11333333333333334,0.04066666666666666,0.12633333333333333,0.28099999999999997,1.8266666666666669
"ARAUS_00571, ARAUS_00226, ARAUS_00376",3,72.151,1.0,4.0,5.0,1.3333333333333333,1.3333333333333333,1.0,5.0,2.3333333333333335,1.2933333333333332,2.283333333333333,20.933333333333334,35.86666666666667,0.017366666666666666,0.11133333333333334,0.03306666666666667,0.12133333333333333,0.2896666666666667,1.96
"ARAUS_00398, ARAUS_00038, ARAUS_00673",3,61.69133333333334,1.0,2.6666666666666665,4.666666666666667,2.0,2.3333333333333335,1.0,4.666666666666667,4.0,1.91,2.5966666666666667,22.433333333333334,48.63333333333333,0.019100000000000002,0.11069999999999998,0.037899999999999996,0.17,0.45933333333333337,3.11
"ARAUS_00503, ARAUS_00628, ARAUS_00013",3,70.60600000000001,1.0,2.6666666666666665,3.6666666666666665,2.0,3.0,1.6666666666666667,3.6666666666666665,3.0,1.2666666666666666,1.5866666666666667,24.633333333333336,52.26666666666667,0.013266666666666668,0.07756666666666666,0.0451,0.16433333333333333,0.35333333333333333,3.41
"ARAUS_00308, ARAUS_00218, ARAUS_00528",3,54.51333333333333,1.0,3.6666666666666665,4.333333333333333,3.6666666666666665,2.3333333333333335,1.0,5.0,2.0,1.26,1.4566666666666668,25.0,55.4,0.013433333333333334,0.08053333333333333,0.043800000000000006,0.23399999999999999,0.3086666666666667,3.9599999999999995
"ARAUS_00428, ARAUS_00093, ARAUS_00543",3,50.058,1.0,2.6666666666666665,3.3333333333333335,2.0,3.3333333333333335,1.6666666666666667,4.666666666666667,3.0,1.32,2.64,7.44,12.233333333333334,0.016333333333333335,0.07283333333333333,0.026033333333333335,0.12333333333333334,0.11266666666666668,1.2133333333333332
"ARAUS_00644, ARAUS_00284, ARAUS_00249",3,56.07966666666667,1.0,3.6666666666666665,3.6666666666666665,2.6666666666666665,2.0,1.3333333333333333,4.666666666666667,2.3333333333333335,1.5766666666666669,2.143333333333333,16.366666666666667,27.233333333333334,0.0825,0.24533333333333332,0.027033333333333336,0.06356666666666666,0.07236666666666668,0.4626666666666666
"ARAUS_00184, ARAUS_00284, ARAUS_00584",3,54.78266666666667,1.0,3.0,3.6666666666666665,2.0,3.0,1.0,4.666666666666667,4.666666666666667,1.75,2.3766666666666665,25.0,50.4,0.0169,0.13333333333333333,0.0305,0.06166666666666667,0.19399999999999998,1.1033333333333333
"ARAUS_00584, ARAUS_00489, ARAUS_00184",3,63.217333333333336,1.0,3.0,3.3333333333333335,3.6666666666666665,1.6666666666666667,1.0,3.6666666666666665,2.3333333333333335,1.4666666666666668,1.67,26.566666666666666,33.699999999999996,0.0103,0.13333333333333333,0.0383,0.07233333333333333,0.19199999999999998,0.7066666666666667
