participant,merge_count,time_taken,pleasant,eventful,chaotic,vibrant,uneventful,calm,annoying,monotonous,Savg_r,Smax_r,Navg_r,Nmax_r,Favg_r,Fmax_r,Ravg_r,Rmax_r,Tavg_r,Tmax_r
"ARAUS_00599, ARAUS_00404, ARAUS_00174",3,56.407999999999994,2.6666666666666665,1.0,2.3333333333333335,1.6666666666666667,4.333333333333333,2.6666666666666665,3.3333333333333335,2.6666666666666665,1.29,1.7866666666666668,10.866666666666667,18.166666666666668,0.009876666666666667,0.08716666666666667,0.0268,0.06416666666666666,0.0944,0.91
"ARAUS_00590, ARAUS_00145, ARAUS_00510",3,54.56666666666667,3.0,1.0,1.3333333333333333,1.3333333333333333,5.0,3.0,2.6666666666666665,4.666666666666667,1.0766666666666667,1.4366666666666668,11.030000000000001,15.799999999999999,0.008313333333333334,0.10233333333333333,0.029433333333333336,0.056266666666666666,0.09256666666666667,0.9826666666666667
"ARAUS_00281, ARAUS_00011, ARAUS_00551",3,47.22233333333333,4.666666666666667,1.0,1.3333333333333333,1.6666666666666667,4.666666666666667,5.0,1.0,4.0,1.7533333333333332,2.23,8.023333333333333,11.463333333333333,0.00731,0.0719,0.01656666666666667,0.03913333333333333,0.03626666666666667,0.5576666666666666
"ARAUS_00082, ARAUS_00587, ARAUS_00297",3,65.93933333333334,3.3333333333333335,1.0,1.0,1.6666666666666667,4.666666666666667,4.333333333333333,2.0,3.6666666666666665,1.3,2.2433333333333336,8.56,19.233333333333334,0.010700000000000001,0.07479999999999999,0.02853333333333333,0.1568,0.226,1.54
"ARAUS_00314, ARAUS_00609, ARAUS_00064",3,53.97533333333334,2.3333333333333335,1.0,1.0,2.0,4.666666666666667,3.6666666666666665,2.3333333333333335,4.333333333333333,1.4633333333333332,1.7266666666666666,12.700000000000001,17.333333333333332,0.008786666666666667,0.09913333333333334,0.026899999999999997,0.056666666666666664,0.060599999999999994,0.8863333333333333
"ARAUS_00514, ARAUS_00554",2,58.888000000000005,4.5,1.0,1.0,3.0,3.0,4.5,1.5,3.0,1.4449999999999998,1.9,20.2,41.7,0.01445,0.13,0.033699999999999994,0.105,0.4245,6.21
"ARAUS_00104, ARAUS_00384",2,46.676,3.5,1.0,1.5,2.0,5.0,4.5,2.0,3.5,1.545,1.765,15.2,20.4,0.0176,0.109,0.02555,0.055,0.175,1.435
"ARAUS_00531, ARAUS_00256",2,51.969500000000004,2.5,1.0,1.0,2.5,5.0,4.5,2.0,4.0,1.545,1.78,8.620000000000001,12.3,0.00761,0.08695,0.020249999999999997,0.0541,0.08654999999999999,0.4165
"ARAUS_00501, ARAUS_00656",2,52.8135,4.5,1.0,1.0,1.5,4.5,4.5,1.0,4.0,1.2850000000000001,1.55,7.305,11.65,0.006935,0.0843,0.0215,0.06025,0.10089999999999999,0.476
"ARAUS_00296, ARAUS_00566",2,50.6715,5.0,1.0,1.0,1.0,5.0,5.0,1.5,4.0,1.38,2.5149999999999997,9.17,15.85,0.010964999999999999,0.0886,0.03095,0.18,0.1115,0.99
